Item_ID	Sentence	PP1	PP1Length	PP2	PP2Length	PNP1cat	PNP2cat	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
99237:49	so, uh, but i've been, i've been in texas for fifteen years.	in texas	2	for fifteen years	3	fullnp	fullnp	1327	 "FEMALE"	 1944	 "SOUTH MIDLAND"	 2	 "CASH"	17	27	A	3131	305	"CARE OF THE ELDERLY"	1	1	1
99282:13	and it didn't rain from august until december	from august	2	until december	2	fullnp	fullnp	1035	 "FEMALE"	 1953	 "NORTH MIDLAND"	 2	 "GIFT"	34	57	B	3131	305	"CARE OF THE ELDERLY"	1	1	1
99382:22	and it *exp*-1 was wonderful * being on the lake like that.	on the lake	3	like that	2	fullnp	fullnp	1327	 "FEMALE"	 1944	 "SOUTH MIDLAND"	 2	 "CASH"	69	122	A	3131	305	"CARE OF THE ELDERLY"	1	1	1
99427:6	i was way out to the west maybe four or five miles from, from the city limits	way out to the west	5	maybe four or five miles from, from the city limits	10			1035	 "FEMALE"	 1953	 "NORTH MIDLAND"	 2	 "GIFT"	84	151	B	3131	305	"CARE OF THE ELDERLY"	1	1	1
99475:61	my dad would kind of bank up the snow in the backyard and turn the hose on, you know, make a pond in the backyard for us.	in the backyard	3	for us	2	fullnp	pronoun	1327	 "FEMALE"	 1944	 "SOUTH MIDLAND"	 2	 "CASH"	105	180	A	3131	305	"CARE OF THE ELDERLY"	1	1	1
99557:26	even the couple of ice storms i've gotten out there in my ski pants or something and still just been out and enjoying it a little bit.	out there	2	in my ski pants or something	6			1316	 "FEMALE"	 1951	 "NORTHERN"	 3	 "CASH"	22	24	A	3133	327	"UNIVERSAL PBLIC SERV"	1	1	2
99912:63	well the kids have even got to the point where they, if they see anybody going in the trash can with a can, you know, they, they're, oh, no, * don't do that *t*-1	in the trash can	4	with a can	3	fullnp	fullnp	1315	 "FEMALE"	 1943	 "SOUTH MIDLAND"	 3	 "CASH"	62	83	B	3134	353	"PUBLIC EDUCATION"	1	1	1
99966:68	she appeared *-1 to have a couple of light strokes and started *-1 to, uh, not be able *-2 to be in her apartment on her own.	in her apartment	3	on her own	3	fullnp	fullnp	1303	 "FEMALE"	 1946	 "NORTH MIDLAND"	 3	 "CASH"	87	114	A	3134	353	"PUBLIC EDUCATION"	1	1	1
99992:42	when it finally came down to it *t*-1, um, she just got to the point after the,	to the point	3	after the	2	fullnp	fullnp	1303	 "FEMALE"	 1946	 "NORTH MIDLAND"	 3	 "CASH"	99	129	A	3134	353	"PUBLIC EDUCATION"	1	1	1
100229:11	and we'll find out about it in a casual conversation.	about it	2	in a casual conversation	4	pronoun		1327	 "FEMALE"	 1944	 "SOUTH MIDLAND"	 2	 "CASH"	70	83	A	3135	323	"CHILD CARE"	2	1	1
100367:16	i think 0 it's probably more true *ich*-1 *ich*-2, still in the, in the smaller communities then in the larger cities.	in the smaller communities	4	then in the larger cities	5	fullnp	fullnp	1286	 "FEMALE"	 1957	 "MIXED"	 1	 "CASH"	127	165	B	3135	323	"CHILD CARE"	2	1	1
100553:8	and she taught in high school in inner city, uh, minneapolis.	in high school	3	in inner city, uh, minneapolis	5	fullnp	fullnp	1320	 "FEMALE"	 1962	 "MIXED"	 1	 "CASH"	40	47	B	3138	306	"RECIPES/FOOD/COOKING"	2	1	1
100680:45	so they started, uh, *-1 dividing the kids up so that a counselor stays with her group of counselees through you know, through all three years of middle school.	with her group of counselees	5	through all three years of middle school	7	fullnp	fullnp	1320	 "FEMALE"	 1962	 "MIXED"	 1	 "CASH"	90	124	B	3138	306	"RECIPES/FOOD/COOKING"	2	1	1
100893:23	and neither one of them has ever been in in, uh, day care for the reason of, of me working	in, uh, day care	4	for the reason of, of me working	7	fullnp	fullnp	1320	 "FEMALE"	 1962	 "MIXED"	 1	 "CASH"	192	240	B	3138	306	"RECIPES/FOOD/COOKING"	2	1	1
100964:5	or pay for it after school.	for it	2	after school	2	pronoun		1280	 "FEMALE"	 1958	 "NYC"	 3	 "CASH"	12	18	A	3140	334	"SOCIAL CHANGE"	3	2	2
100965:8	our emily's in the third grade over at huffman	in the third grade	4	over at huffman	3	fullnp	fullnp	1280	 "FEMALE"	 1958	 "NYC"	 3	 "CASH"	12	18	A	3140	334	"SOCIAL CHANGE"	3	2	2
101046:39	uh, the first one was an, elderly lady who *t*-1 was putting a, a daughter through nursing school just purely on baby-sitting money.	through nursing school	3	just purely on baby-sitting money	5	fullnp	fullnp	1280	 "FEMALE"	 1958	 "NYC"	 3	 "CASH"	44	69	A	3140	334	"SOCIAL CHANGE"	3	2	2
101558:8	and you sprinkle, uh, that, those, uh, toasted onion rings. on top of it for the crunchy.	on top of it	4	for the crunchy	3	fullnp	fullnp	1313	 "FEMALE"	 1956	 "SOUTH MIDLAND"	 2	 "CASH"	25	40	B	3144	348	"MOVIES"	2	1	1
101820:239	uh, for instance, i think 0 the schools are having more and more problems because of, uh, things that *t*-1 are happening socially in the world around them and in, in, t-, because of their parents and things that *t*-1 are being taught *-2 in the home are not taught *-2 in the home, rather. more not than * are *?*. and children being put *-3 in day-care centers from very early,	in day-care centers	3	from very early	3	fullnp	fullnp	1316	 "FEMALE"	 1951	 "NORTHERN"	 3	 "CASH"	118	210	A	3144	348	"MOVIES"	2	1	1
101936:32	but, uh, i can see more and more families going to it because of the problems in the schools.	to it	2	because of the problems in the schools	7	pronoun		1316	 "FEMALE"	 1951	 "NORTHERN"	 3	 "CASH"	39	71	A	3146	316	"RESTAURANTS"	1	1	1
101971:41	i know 0 they do do some, they do have some classes *ich*-3 *ich*-4 in, um, high schools and things for kids 0 *t*-1 to, uh, give them an idea of what family life is like *t*-2 and the, uh, you know, and, uh, that kind of thing	in, um, high schools and things	6	for kids	2	fullnp	fullnp	1281	 "FEMALE"	 1955	 "NEW ENGLAND"	 3	 "CASH"	52	91	B	3146	316	"RESTAURANTS"	1	1	1
102325:6	i went to dinner with some friends last weekend	to dinner	2	with some friends	3	fullnp	fullnp	1316	 "FEMALE"	 1951	 "NORTHERN"	 3	 "CASH"	37	79	A	3148	302	"AIR POLLUTION"	1	1	1
102535:18	and, uh, i'm holding out for city slickers for the two of us because, uh, we had friends that *t*-1 went *-2 to see that and said, you know, 0 it's just perfect for our age group	for city slickers	3	for the two of us	5	fullnp	fullnp	1171	 "MALE"	 1956	 "SOUTH MIDLAND"	 2	 "GIFT"	41	60	B	3150	322	"CAPITAL PUNISHMENT"	1	1	1
102671:37	before we moved to, the area, my brother, uh, lived in dallas for a number of years	in dallas	2	for a number of years	5	fullnp	fullnp	1171	 "MALE"	 1956	 "SOUTH MIDLAND"	 2	 "GIFT"	89	149	B	3150	322	"CAPITAL PUNISHMENT"	1	1	1
103299:38	i guess 0 it's either, you know, * put him in jail for the rest of his life, you know, or or capital punishment i guess. you know	in jail	2	for the rest of his life	6	fullnp	fullnp	1351	 "FEMALE"	 1955	 "SOUTH MIDLAND"	 2	 "GIFT"	3	7	A	3155	348	"MOVIES"	3	2	2
103371:24	we, we've had a real problem *ich*-1 here in texas with, uh, prison overcrowding	in texas	2	with, uh, prison overcrowding	4	fullnp	fullnp	1351	 "FEMALE"	 1955	 "SOUTH MIDLAND"	 2	 "GIFT"	31	52	A	3155	348	"MOVIES"	3	2	2
103591:11	we all go back to parents' houses on the weekends, and what not	to parents' houses	4	on the weekends	3	fullnp	fullnp	1305	 "FEMALE"	 1942	 "NORTH MIDLAND"	 2	 "CASH"	6	21	B	3156	335	"RECYCLING"	2	2	3
103596:6	i played violin in the orchestra for several years you know,	in the orchestra	3	for several years	3	fullnp	fullnp	1181	 "MALE"	 1958	 "SOUTH MIDLAND"	 2	 "CASH"	7	26	A	3156	335	"RECYCLING"	2	2	3
103874:36	well, we keep our paper, paper bags lined *-1 up in the garage for glass and, glass and, uh, plastics	in the garage	3	for glass and, glass and, uh, plastics	7	fullnp	fullnp	1357	 "FEMALE"	 1936	 "NORTHERN"	 2	 "CASH"	63	99	A	3159	369	"MAGAZINES"	2	2	2
103925:26	you know actually, we had milk delivered *-1 to our house in glass bottles	to our house	3	in glass bottles	3	fullnp	fullnp	1181	 "MALE"	 1958	 "SOUTH MIDLAND"	 2	 "CASH"	3	19	A	3161	301	"AIDS"	2	2	3
104047:33	oh, i'm, i generally listen to neal sperry on saturdays	to neal sperry	3	on saturdays	2	fullnp	fullnp	1379	 "MALE"	 1933	 "NORTHERN"	 2	 "CASH"	5	24	A	3168	354	"DRUG TESTING"	2	2	2
104092:25	but, i think 0 i haven't been to the movie theater here in about, oh, six months,	to the movie theater here	5	in about, oh, six months	5	fullnp	fullnp	1379	 "MALE"	 1933	 "NORTHERN"	 2	 "CASH"	19	56	A	3168	354	"DRUG TESTING"	2	2	2
104367:18	i, uh, wasn't raised *-1 as a kid on it,	as a kid	3	on it	2	fullnp	pronoun	1327	 "FEMALE"	 1944	 "SOUTH MIDLAND"	 2	 "CASH"	24	41	B	3171	310	"VACATION SPOTS"	2	2	2
104416:6	they're way behind schedule on that particular part of it.	way behind schedule	3	on that particular part of it	6			1327	 "FEMALE"	 1944	 "SOUTH MIDLAND"	 2	 "CASH"	40	74	B	3171	310	"VACATION SPOTS"	2	2	2
104496:29	and when we buy the soda when it's on sale for ninety-nine cents *t*-1,	on sale	2	for ninety-nine cents	3	fullnp	fullnp	1327	 "FEMALE"	 1944	 "SOUTH MIDLAND"	 2	 "CASH"	74	118	B	3171	310	"VACATION SPOTS"	2	2	2
104517:18	i don't, uh, subscribe to any magazines at home, because we get so many *ich*-3 *ich*-4 at work that, uh, i need *-1 to read *t*-2 that, uh, i just don't take any at home.	to any magazines	3	at home	2	fullnp	fullnp	1357	 "FEMALE"	 1936	 "NORTHERN"	 2	 "CASH"	81	133	A	3171	310	"VACATION SPOTS"	2	2	2
104616:44	but i kind of stay with my own subject matter what, uh, *t*-1 pertains to my daily life at the present time.	to my daily life	4	at the present time	4	fullnp	fullnp	1351	 "FEMALE"	 1955	 "SOUTH MIDLAND"	 2	 "GIFT"	35	50	A	3174	354	"DRUG TESTING"	2	2	2
104621:15	well, since i work with computers during my work, i have *-1 to keep up on all the new computer equipment and software and everything.	with computers	2	during my work	3	fullnp	fullnp	1351	 "FEMALE"	 1955	 "SOUTH MIDLAND"	 2	 "GIFT"	39	53	A	3174	354	"DRUG TESTING"	2	2	2
104624:48	i can see that it will be a very long time, probably, before i subscribe to any magazines at home.	to any magazines	3	at home	2	fullnp	fullnp	1305	 "FEMALE"	 1942	 "NORTH MIDLAND"	 2	 "CASH"	40	54	B	3174	354	"DRUG TESTING"	2	2	2
104734:19	and, uh, * having thought about that for a while,	about that	2	for a while	3	fullnp	fullnp	1351	 "FEMALE"	 1955	 "SOUTH MIDLAND"	 2	 "GIFT"	91	113	A	3174	354	"DRUG TESTING"	2	2	2
104742:17	and yet men have been dying from prostate cancer for years.	from prostate cancer	3	for years	2	fullnp	fullnp	1351	 "FEMALE"	 1955	 "SOUTH MIDLAND"	 2	 "GIFT"	95	118	A	3174	354	"DRUG TESTING"	2	2	2
104994:6	i worked for a camp for a number of years.	for a camp	3	for a number of years	5	fullnp	fullnp	1379	 "MALE"	 1933	 "NORTHERN"	 2	 "CASH"	19	41	A	3186	316	"RESTAURANTS"	3	1	1
105009:28	and, uh, more than once we'd get out there on a really stormy day	out there	2	on a really stormy day	5			1379	 "MALE"	 1933	 "NORTHERN"	 2	 "CASH"	25	51	A	3186	316	"RESTAURANTS"	3	1	1
105012:8	so you're out in the middle of nowhere with a paddle	out in the middle of nowhere	6	with a paddle	3			1379	 "MALE"	 1933	 "NORTHERN"	 2	 "CASH"	25	54	A	3186	316	"RESTAURANTS"	3	1	1
105028:67	but, uh, we did some water skiing *ich*-1, of course, and, and, uh, * driving around the lake in the boat	around the lake	3	in the boat	3	fullnp	fullnp	1318	 "MALE"	 1956	 "SOUTHERN"	 3	 "CASH"	32	62	B	3186	316	"RESTAURANTS"	3	1	1
105288:45	uh, when we normally go that way *t*-1, we like *-2 to go to california at the same time, because we really don't get out there as often as you could *?* probably from texas.	to california	2	at the same time	4	fullnp	fullnp	1324	 "FEMALE"	 1954	 "SOUTH MIDLAND"	 3	 "CASH"	43	65	A	3187	305	"CARE OF THE ELDERLY"	1	1	1
105722:16	i never, uh, returned to work for the p-,	to work	2	for the p-	3	fullnp	fullnp	1410	 "FEMALE"	 1955	 "SOUTH MIDLAND"	 2	 "CASH"	48	87	B	3195	357	"FAMILY FINANCE"	1	2	1
105803:61	i have been a little bit negligent about it because i was so tired when i had *-1 to go to work after my husband's death *t*-2.	to work	2	after my husband's death	5	fullnp	fullnp	1399	 "FEMALE"	 1949	 "SOUTH MIDLAND"	 2	 "CASH"	15	29	A	3200	357	"FAMILY FINANCE"	1	1	1
105992:54	i make it a habit of * always going out to pasta oggi's which *t*-1 is right down there in ad-,	right down there	3	in ad-	2			1399	 "FEMALE"	 1949	 "SOUTH MIDLAND"	 2	 "CASH"	97	137	A	3200	357	"FAMILY FINANCE"	1	1	1
106139:36	but when it got to the point 0 i was spending more time at the hospital with her *t*-2 *t*-1,	at the hospital	3	with her	2	fullnp	pronoun	1259	 "FEMALE"	 1963	 "SOUTH MIDLAND"	 2	 "CASH"	39	51	A	3201	335	"RECYCLING"	1	1	1
106289:17	i had *-1 to drive to the store with paper towels all over my hands * to go *-2 buy some paint thinner, and mumblex and everything like that,	to the store	3	with paper towels all over my hands	7	fullnp	fullnp	1318	 "MALE"	 1956	 "SOUTHERN"	 3	 "CASH"	2	6	B	3202	331	"FAMILY REUNIONS"	1	1	1
106617:18	and we intend *-1 to replace our other one with a much newer car in the next couple of years, or next year probably.	with a much newer car	5	in the next couple of years, or next year	9	fullnp	fullnp	1366	 "FEMALE"	 1945	 "WESTERN"	 2	 "CASH"	32	65	B	3206	355	"ELECTIONS AND VOTING"	1	1	1
106728:12	you kind of divide it in fourths in a way, don't you?	in fourths	2	in a way	3	fullnp	fullnp	1334	 "FEMALE"	 1963	 "NEW ENGLAND"	 3	 "CASH"	19	41	A	3207	305	"CARE OF THE ELDERLY"	2	1	1
106880:50	and i never worried about *-1 saving money because we just, we're in the savings plan at work	in the savings plan	4	at work	2	fullnp	fullnp	1324	 "FEMALE"	 1954	 "SOUTH MIDLAND"	 3	 "CASH"	4	7	B	3215	313	"WEATHER CLIMATE"	1	1	1
106937:29	um, i don't really think 0 we have anything in the works as of yet.	in the works	3	as of yet	3	fullnp	fullnp	1324	 "FEMALE"	 1954	 "SOUTH MIDLAND"	 3	 "CASH"	26	42	B	3215	313	"WEATHER CLIMATE"	1	1	1
107033:38	i remember 0 my grandparents and i used *-1 to always get out there on the road and pick up beer cans.	out there	2	on the road	3			1368	 "MALE"	 1935	 "NORTHERN"	 3	 "CASH"	4	6	B	3219	303	"CLOTHING AND DRESS"	1	1	1
107364:19	and, uh, if you have that on a regular basis in texas, i think 0 i would go with something very dry *-1 to keep it off, you know.	on a regular basis	4	in texas	2	fullnp	fullnp	1377	 "FEMALE"	 1941	 "NORTHERN"	 2	 "CASH"	54	97	B	3223	339	"TV PROGRAMS"	1	1	1
107568:11	and she's lived with us for like five years.	with us	2	for like five years	4	pronoun		1355	 "MALE"	 1968	 "SOUTH MIDLAND"	 3	 "CASH"	41	69	A	3227	308	"MUSIC"	1	1	1
107701:17	this country *ich*-1 kind of takes the worst care of the elderly of any other country.	of the elderly	3	of any other country	4	fullnp	fullnp	1412	 "FEMALE"	 1961	 "WESTERN"	 2	 "CASH"	35	48	A	3229	306	"RECIPES/FOOD/COOKING"	1	1	1
107781:6	i spent the weekend in ohio with my family	in ohio	2	with my family	3	fullnp	fullnp	1353	 "MALE"	 1943	 "MIXED"	 3	 "NONE"	68	96	B	3229	306	"RECIPES/FOOD/COOKING"	1	1	1
107960:19	but in the mornings people are dressing for work in their sweaters because they just want it to be fall so badly.	for work	2	in their sweaters	3	fullnp	fullnp	1098	 "FEMALE"	 1957	 "SOUTH MIDLAND"	 2	 "GIFT"	49	63	A	3232	324	"CHOOSING A COLLEGE"	1	1	1
108033:11	and i will run around to the store in things, in slacks and tennis shoes,	around to the store	4	in slacks and tennis shoes	5			1259	 "FEMALE"	 1963	 "SOUTH MIDLAND"	 2	 "CASH"	76	109	B	3232	324	"CHOOSING A COLLEGE"	1	1	1
108128:6	they moved from tuesday night to wednesday night,	from tuesday night	3	to wednesday night	3	fullnp	fullnp	1098	 "FEMALE"	 1957	 "SOUTH MIDLAND"	 2	 "GIFT"	117	161	A	3232	324	"CHOOSING A COLLEGE"	1	1	1
108345:29	i, um, i was thinking about it for a long time,	about it	2	for a long time	4	pronoun		1410	 "FEMALE"	 1955	 "SOUTH MIDLAND"	 2	 "CASH"	12	21	B	3236	335	"RECYCLING"	2	1	1
108792:6	i went to texas tech out in lubbock	to texas tech	3	out in lubbock	3	fullnp	fullnp	1098	 "FEMALE"	 1957	 "SOUTH MIDLAND"	 2	 "GIFT"	109	126	A	3237	343	"HOUSES"	1	1	1
108817:14	and so i was going to school for, you know, just a few hundred dollars a semester,	to school	2	for, you know, just a few hundred dollars a semester	10	fullnp	fullnp	1004	 "FEMALE"	 1958	 "NORTHERN"	 2	 "GIFT"	120	139	B	3237	343	"HOUSES"	1	1	1
108892:64	but then after that, i was on my own, *-1 working and, you know, trying *-2 to go to school on my own.	to school	2	on my own	3	fullnp	fullnp	1004	 "FEMALE"	 1958	 "NORTHERN"	 2	 "GIFT"	152	183	B	3237	343	"HOUSES"	1	1	1
109146:9	so he stays with me until five thirty and then goes home	with me	2	until five thirty	3	pronoun		1316	 "FEMALE"	 1951	 "NORTHERN"	 3	 "CASH"	17	26	A	3239	351	"PETS"	1	1	1
109980:23	but, i mean, we were going to the doctor once a week,	to the doctor	3	once a week	3	fullnp	fullnp	1324	 "FEMALE"	 1954	 "SOUTH MIDLAND"	 3	 "CASH"	43	69	A	3246	353	"PUBLIC EDUCATION"	1	1	1
110014:8	and they live in an aquarium without water in my family room,	in an aquarium without water	5	in my family room	4	fullnp	fullnp	1410	 "FEMALE"	 1955	 "SOUTH MIDLAND"	 2	 "CASH"	58	88	B	3246	353	"PUBLIC EDUCATION"	1	1	1
110170:43	i'd noticed 0 up here they're a lot more expensive it seemed to me from the ads in the paper 0 *t*-1.	to me	2	from the ads in the paper	6	pronoun		1379	 "MALE"	 1933	 "NORTHERN"	 2	 "CASH"	31	56	B	3251	361	"GARDENING"	3	1	1
110309:32	as i said, if i have *-1 to go to a testing area with my urine specimen i was insulted *-2,	to a testing area	4	with my urine specimen	4	fullnp	fullnp	1327	 "FEMALE"	 1944	 "SOUTH MIDLAND"	 2	 "CASH"	86	140	A	3251	361	"GARDENING"	3	1	1
111012:25	i've been, i was down in mumblex for a week,	down in mumblex	3	for a week	3			1351	 "FEMALE"	 1955	 "SOUTH MIDLAND"	 2	 "GIFT"	52	71	B	3259	316	"RESTAURANTS"	1	1	1
111210:6	i got her for christmas from my family, and, uh, back when we lived in nebraska *t*-1.	for christmas	2	from my family	3	fullnp	fullnp	1399	 "FEMALE"	 1949	 "SOUTH MIDLAND"	 2	 "CASH"	137	184	A	3259	316	"RESTAURANTS"	1	1	1
111287:13	and we sort of fell in love with the, uh, maine coon cats.	in love	2	with the, uh, maine coon cats	6	fullnp	fullnp	1324	 "FEMALE"	 1954	 "SOUTH MIDLAND"	 3	 "CASH"	15	24	A	3260	358	"FAMILY LIFE"	3	1	1
111406:24	and we live-, we lived in ohio prior to this.	in ohio	2	prior to this	3	fullnp	fullnp	1188	 "MALE"	 1944	 "NORTH MIDLAND"	 3	 "GIFT"	60	99	B	3260	358	"FAMILY LIFE"	3	1	1
111418:13	uh, but i look for service even at the quickie places type things.	for service	2	even at the quickie places type things	7	fullnp	fullnp	1188	 "MALE"	 1944	 "NORTH MIDLAND"	 3	 "GIFT"	64	107	B	3260	358	"FAMILY LIFE"	3	1	1
111517:26	mcdonald's, uh, we've sort of been off of that for a while	off of that	3	for a while	3			1373	 "FEMALE"	 1970	 "SOUTH MIDLAND"	 2	 "CASH"	10	14	B	3266	323	"CHILD CARE"	1	1	1
111588:33	he's gone during the week and likes *-1 to eat at home on the weekends,	at home	2	on the weekends	3	fullnp	fullnp	1373	 "FEMALE"	 1970	 "SOUTH MIDLAND"	 2	 "CASH"	38	58	B	3266	323	"CHILD CARE"	1	1	1
111629:121	and, uh, i was thinking about it after i got off the phone, that, that i really, you know, wish that there was some way 0 * to, uh, send a message *ich*-1 to people, you know, about, um, child abuse and things like that *t*-2	to people	2	about, um, child abuse and things like that	8	fullnp	fullnp	1414	 "FEMALE"	 1941	 "SOUTH MIDLAND"	 2	 "GIFT"	55	82	A	3266	323	"CHILD CARE"	1	1	1
111896:56	this is, that's real funny 0 you said that because we were coming back sunday on central from church	on central	2	from church	2	fullnp	fullnp	1351	 "FEMALE"	 1955	 "SOUTH MIDLAND"	 2	 "GIFT"	65	98	A	3268	310	"VACATION SPOTS"	1	1	1
111985:32	it's, uh, over, there's one over there in addison.	over there	2	in addison	2			1361	 "FEMALE"	 1966	 "WESTERN"	 2	 "CASH"	13	25	A	3269	307	"FOOTBALL"	1	1	1
112193:39	the, the older one is not, was not at all into, uh, sports for the most part.	into, uh, sports	3	for the most part	4	fullnp	fullnp	1108	 "MALE"	 1950	 "NORTHERN"	 2	 "GIFT"	9	13	B	3275	304	"CREDIT CARD USE"	1	1	1
112328:11	my husband has taken us to work with him,	to work	2	with him	2	fullnp	pronoun	1108	 "MALE"	 1950	 "NORTHERN"	 2	 "GIFT"	57	99	B	3275	304	"CREDIT CARD USE"	1	1	1
112513:19	um, in my room they go from eight weeks to nine months.	from eight weeks	3	to nine months	3	fullnp	fullnp	1379	 "MALE"	 1933	 "NORTHERN"	 2	 "CASH"	31	50	A	3279	359	"FEDERAL BUDGET"	1	1	1
112559:24	because w-, i live in a college town in penn state university	in a college town	4	in penn state university	4	fullnp	fullnp	1379	 "MALE"	 1933	 "NORTHERN"	 2	 "CASH"	45	83	A	3279	359	"FEDERAL BUDGET"	1	1	1
112592:6	lacy fell asleep on the bus after our field trip today,	on the bus	3	after our field trip today	5	fullnp	fullnp	1379	 "MALE"	 1933	 "NORTHERN"	 2	 "CASH"	57	104	A	3279	359	"FEDERAL BUDGET"	1	1	1
112646:8	and we went down to cape hatteras for a few days.	down to cape hatteras	4	for a few days	4			1413	 "MALE"	 1940	 "SOUTH MIDLAND"	 2	 "CASH"	19	23	A	3283	322	"CAPITAL PUNISHMENT"	1	1	1
112689:28	and i basically, don't want *-1 to go to a hot place on vacation.	to a hot place	4	on vacation	2	fullnp	fullnp	1413	 "MALE"	 1940	 "SOUTH MIDLAND"	 2	 "CASH"	35	50	A	3283	322	"CAPITAL PUNISHMENT"	1	1	1
112713:16	uh, i haven't been to yellowstone for a long, long time	to yellowstone	2	for a long, long time	5	fullnp	fullnp	1413	 "MALE"	 1940	 "SOUTH MIDLAND"	 2	 "CASH"	45	63	A	3283	322	"CAPITAL PUNISHMENT"	1	1	1
112778:30	to me why somebody would want *-1 to ride around on a boat for a few days *t*-2 is mind boggling.	on a boat	3	for a few days	4	fullnp	fullnp	1409	 "FEMALE"	 1941	 "SOUTH MIDLAND"	 2	 "CASH"	66	108	B	3283	322	"CAPITAL PUNISHMENT"	1	1	1
112809:47	because, you know, i think that they have, they have it all over there in just a few tiny, two, two miles.	over there	2	in just a few tiny, two, two miles	8			1188	 "MALE"	 1944	 "NORTH MIDLAND"	 3	 "GIFT"	5	11	A	3284	327	"UNIVERSAL PBLIC SERV"	2	2	1
112918:11	i couldn't see him until like tuesday because monday night football, if i didn't, like football.	until like tuesday	3	because monday night football	4	fullnp	fullnp	1188	 "MALE"	 1944	 "NORTH MIDLAND"	 3	 "GIFT"	49	78	A	3284	327	"UNIVERSAL PBLIC SERV"	2	2	1
112978:13	and when you go to a football game in colorado *t*-1 that's, you know, there's snow	to a football game	4	in colorado	2	fullnp	fullnp	1362	 "FEMALE"	 1942	 "NYC"	 3	 "CASH"	18	24	A	3286	344	"IMMIGRATION"	1	1	1
113236:21	it sounds like you kind of got your head together in the credit department for,	in the credit department	4	for	1	fullnp	fullnp	1112	 "FEMALE"	 1956	 "SOUTHERN"	 3	 "CASH"	30	63	B	3288	318	"AUTO REPAIRS"	1	1	1
113369:27	i guess 0 in a way it would trickle down to us in the prices of things,	to us	2	in the prices of things	5	pronoun		1112	 "FEMALE"	 1956	 "SOUTHERN"	 3	 "CASH"	72	155	B	3288	318	"AUTO REPAIRS"	1	1	1
113528:69	so, you know, unless they really make it rough on them that's not a, * going to prison for a little while is not much of a deterrent i don't think 0 *t*-1.	to prison	2	for a little while	4	fullnp	fullnp	1410	 "FEMALE"	 1955	 "SOUTH MIDLAND"	 2	 "CASH"	33	55	B	3294	336	"RIGHT TO PRIVACY"	2	2	3
113653:34	but anyway i'm glad *-1 to hear that you agree with me on the capital punishment.	with me	2	on the capital punishment	4	pronoun		1353	 "MALE"	 1943	 "MIXED"	 3	 "NONE"	88	125	A	3294	336	"RIGHT TO PRIVACY"	2	2	3
113936:55	and, um, you know he, um, got a green card is, and is in good standing in america and china,	in good standing	3	in america and china	4	fullnp	fullnp	1414	 "FEMALE"	 1941	 "SOUTH MIDLAND"	 2	 "GIFT"	107	145	A	3296	325	"COMPUTERS"	2	5	2
114192:6	we get some killer winters up here in the mountains.	up here	2	in the mountains	3			1421	 "MALE"	 1962	 "SOUTHERN"	 2	 "CASH"	68	104	A	3300	311	"BOOKS AND LITERATURE"	4	2	3
114325:21	and, uh, i've always lived down here in the south,	down here	2	in the south	3			1422	 "MALE"	 1956	 "SOUTHERN"	 2	 "CASH"	30	53	B	3303	319	"BASKETBALL"	2	2	3
114326:15	and, oh, i took my car up there to their house	up there	2	to their house	3			1422	 "MALE"	 1956	 "SOUTHERN"	 2	 "CASH"	30	53	B	3303	319	"BASKETBALL"	2	2	3
114495:89	and then there have been several times when i just said, well, i just really don't have the time, you know 0 * to deal with it at that moment *t*-1 *t*-2.	with it	2	at that moment	3	pronoun		1325	 "MALE"	 1960	 "WESTERN"	 2	 "CASH"	42	66	B	3304	364	"HOBBIES AND CRAFTS"	2	3	3
114621:8	and i put all my personal stuff on it at work.	on it	2	at work	2	pronoun		1377	 "FEMALE"	 1941	 "NORTHERN"	 2	 "CASH"	85	149	A	3304	364	"HOBBIES AND CRAFTS"	2	3	3
114629:7	i worked on my airline apollo focal point computer for about four years. which *t*-1 was different.	on my airline apollo focal point computer	7	for about four years	4	fullnp	fullnp	1377	 "FEMALE"	 1941	 "NORTHERN"	 2	 "CASH"	89	155	A	3304	364	"HOBBIES AND CRAFTS"	2	3	3
115401:10	and my daughter was in girl scouts until just about a year ago	in girl scouts	3	until just about a year ago	6	fullnp	fullnp	1389	 "FEMALE"	 1971	 "SOUTH MIDLAND"	 2	 "CASH"	113	190	A	3311	310	"VACATION SPOTS"	3	5	3
115453:8	have you gone, like to fillmont with the boy scouts?	to fillmont	2	with the boy scouts	4	fullnp	fullnp	1419	 "FEMALE"	 1949	 "NORTH MIDLAND"	 2	 "CASH"	136	220	B	3311	310	"VACATION SPOTS"	3	5	3
115655:6	we go out with friends on the,	with friends	2	on the	2	fullnp	fullnp	1410	 "FEMALE"	 1955	 "SOUTH MIDLAND"	 2	 "CASH"	56	104	B	3313	312	"CRIME"	3	3	2
115805:11	and he just moved down here to mc-,	down here	2	to mc-	2			1307	 "FEMALE"	 1953	 "WESTERN"	 3	 "CASH"	63	88	A	3315	339	"TV PROGRAMS"	2	2	3
